"Plot Title: 21476421"
"#","Date Time, GMT-06:00","Abs Pres, mm Hg (LGR S/N: 21476421, SEN S/N: 21476421)","Temp, °C (LGR S/N: 21476421, SEN S/N: 21476421)","Abs Pres Barom., mm Hg (LGR S/N: 21060405, SEN S/N: 21060405)","Water Level, meters (LGR S/N: 21476421)","Coupler Detached (LGR S/N: 21476421)","Coupler Attached (LGR S/N: 21476421)","Host Connected (LGR S/N: 21476421)","Stopped (LGR S/N: 21476421)","End Of File (LGR S/N: 21476421)"
2690,08/12/24 09:00:00 PM,1035.88,18.616,674.93,4.612,,,,,
2691,08/12/24 10:00:00 PM,1036.16,18.711,675.23,4.611,,,,,
2692,08/12/24 11:00:00 PM,1035.88,18.616,675.44,4.605,,,,,
2693,08/13/24 12:00:00 AM,1035.76,18.616,675.61,4.601,,,,,
2694,08/13/24 01:00:00 AM,1035.84,18.521,675.71,4.600,,,,,
2695,08/13/24 02:00:00 AM,1036.37,18.616,675.75,4.607,,,,,
2696,08/13/24 03:00:00 AM,1036.05,18.426,675.89,4.601,,,,,
2697,08/13/24 04:00:00 AM,1036.08,18.521,675.97,4.600,,,,,
2698,08/13/24 05:00:00 AM,1036.33,18.521,676.35,4.598,,,,,
2699,08/13/24 06:00:00 AM,1036.49,18.616,676.26,4.602,,,,,
2700,08/13/24 07:00:00 AM,1036.61,18.616,676.22,4.604,,,,,
2701,08/13/24 08:00:00 AM,1036.94,18.521,676.38,4.606,,,,,
2702,08/13/24 09:00:00 AM,1037.58,18.616,677.04,4.606,,,,,
2703,08/13/24 10:00:00 AM,1036.82,18.521,676.87,4.598,,,,,
2704,08/13/24 11:00:00 AM,1036.73,18.616,676.88,4.597,,,,,
2705,08/13/24 12:00:00 PM,1037.50,18.711,677.22,4.603,,,,,
2706,08/13/24 01:00:00 PM,1037.50,18.711,676.98,4.606,,,,,
2707,08/13/24 02:00:00 PM,1036.80,18.806,676.42,4.604,,,,,
2708,08/13/24 03:00:00 PM,1036.44,18.806,676.31,4.601,,,,,
2709,08/13/24 04:00:00 PM,1036.26,18.996,675.99,4.603,,,,,
2710,08/13/24 05:00:00 PM,1036.92,18.806,676.23,4.608,,,,,
2711,08/13/24 06:00:00 PM,1037.29,18.806,676.59,4.608,,,,,
2712,08/13/24 07:00:00 PM,1036.71,18.901,676.32,4.604,,,,,
2713,08/13/24 08:00:00 PM,1036.66,19.092,676.98,4.595,,,,,
2714,08/13/24 09:00:00 PM,1037.55,19.187,677.23,4.604,,,,,
2715,08/13/24 10:00:00 PM,1038.28,19.187,677.72,4.607,,,,,
2716,08/13/24 11:00:00 PM,1038.28,19.187,677.65,4.608,,,,,
2717,08/14/24 12:00:00 AM,1038.00,19.092,677.85,4.601,,,,,
2718,08/14/24 01:00:00 AM,1037.64,19.092,677.91,4.595,,,,,
2719,08/14/24 02:00:00 AM,1037.85,18.996,678.12,4.595,,,,,
2720,08/14/24 03:00:00 AM,1038.45,18.996,678.44,4.599,,,,,
2721,08/14/24 04:00:00 AM,1038.72,18.711,678.68,4.599,,,,,
2722,08/14/24 05:00:00 AM,1038.54,18.901,678.96,4.593,,,,,
2723,08/14/24 06:00:00 AM,1038.54,18.901,679.32,4.588,,,,,
2724,08/14/24 07:00:00 AM,1038.99,18.806,679.59,4.591,,,,,
2725,08/14/24 08:00:00 AM,1039.73,18.806,680.07,4.594,,,,,
2726,08/14/24 09:00:00 AM,1040.25,18.901,680.31,4.598,,,,,
2727,08/14/24 10:00:00 AM,1039.40,18.901,680.19,4.588,,,,,
2728,08/14/24 11:00:00 AM,1039.27,18.901,680.30,4.585,,,,,
2729,08/14/24 12:00:00 PM,1039.35,19.092,680.17,4.588,,,,,
2730,08/14/24 01:00:00 PM,1039.71,19.092,680.15,4.593,,,,,
2731,08/14/24 02:00:00 PM,1039.38,19.187,679.59,4.596,,,,,
2732,08/14/24 03:00:00 PM,1038.77,19.187,679.39,4.591,,,,,
2733,08/14/24 04:00:00 PM,1038.41,19.187,679.11,4.590,,,,,
2734,08/14/24 05:00:00 PM,1038.74,19.092,679.08,4.594,,,,,
2735,08/14/24 06:00:00 PM,1039.02,19.187,679.07,4.599,,,,,
2736,08/14/24 07:00:00 PM,1038.86,19.092,678.99,4.597,,,,,
2737,08/14/24 08:00:00 PM,1038.51,18.806,679.11,4.591,,,,,
2738,08/14/24 09:00:00 PM,1038.99,18.806,679.68,4.589,,,,,
2739,08/14/24 10:00:00 PM,1039.66,19.282,679.95,4.595,,,,,
2740,08/14/24 11:00:00 PM,1039.99,19.187,680.11,4.598,,,,,
2741,08/15/24 12:00:00 AM,1039.92,18.996,680.12,4.596,,,,,
2742,08/15/24 01:00:00 AM,1039.68,18.996,680.22,4.592,,,,,
2743,08/15/24 02:00:00 AM,1039.56,18.996,680.13,4.591,,,,,
2744,08/15/24 03:00:00 AM,1039.93,18.711,680.28,4.594,,,,,
2745,08/15/24 04:00:00 AM,1040.22,18.806,680.56,4.594,,,,,
2746,08/15/24 05:00:00 AM,1040.04,18.996,680.60,4.592,,,,,
2747,08/15/24 06:00:00 AM,1039.92,18.996,680.69,4.589,,,,,
2748,08/15/24 07:00:00 AM,1040.04,18.996,680.89,4.588,,,,,
2749,08/15/24 08:00:00 AM,1040.65,18.996,680.99,4.594,,,,,
2750,08/15/24 09:00:00 AM,1040.61,18.901,681.15,4.592,,,,,
2751,08/15/24 10:00:00 AM,1040.36,19.187,680.99,4.591,,,,,
2752,08/15/24 11:00:00 AM,1039.87,19.187,680.88,4.586,,,,,
2753,08/15/24 12:00:00 PM,1039.26,19.187,680.46,4.583,,,,,
2754,08/15/24 01:00:00 PM,1038.77,19.187,679.64,4.587,,,,,
2755,08/15/24 02:00:00 PM,1038.23,19.377,678.97,4.589,,,,,
2756,08/15/24 03:00:00 PM,1037.33,19.567,678.44,4.585,,,,,
2757,08/15/24 04:00:00 PM,1036.62,19.282,678.39,4.575,,,,,
2758,08/15/24 05:00:00 PM,1036.13,19.282,677.81,4.576,,,,,
2759,08/15/24 06:00:00 PM,1038.02,18.806,678.69,4.590,,,,,
2760,08/15/24 07:00:00 PM,1037.82,18.901,678.07,4.596,,,,,
2761,08/15/24 08:00:00 PM,1037.52,18.426,678.06,4.591,,,,,
2762,08/15/24 09:00:00 PM,1038.09,18.331,679.19,4.583,,,,,
2763,08/15/24 10:00:00 PM,1039.41,18.616,680.22,4.588,,,,,
2764,08/15/24 11:00:00 PM,1040.98,18.901,680.98,4.599,,,,,
2765,08/16/24 12:00:00 AM,1041.71,18.901,680.87,4.610,,,,,
2766,08/16/24 01:00:00 AM,1039.87,19.187,679.92,4.599,,,,,
2767,08/16/24 02:00:00 AM,1039.56,18.996,679.85,4.595,,,,,
2768,08/16/24 03:00:00 AM,1039.43,18.996,679.50,4.598,,,,,
2769,08/16/24 04:00:00 AM,1040.04,18.996,679.26,4.610,,,,,
2770,08/16/24 05:00:00 AM,1040.11,19.187,679.21,4.612,,,,,
2771,08/16/24 06:00:00 AM,1039.87,19.187,678.97,4.612,,,,,
2772,08/16/24 07:00:00 AM,1039.71,19.092,679.51,4.602,,,,,
2773,08/16/24 08:00:00 AM,1039.74,19.187,679.61,4.601,,,,,
2774,08/16/24 09:00:00 AM,1040.32,19.092,679.67,4.608,,,,,
2775,08/16/24 10:00:00 AM,1040.32,19.092,679.52,4.610,,,,,
2776,08/16/24 11:00:00 AM,1040.20,19.092,679.68,4.606,,,,,
2777,08/16/24 12:00:00 PM,1039.47,19.092,679.39,4.600,,,,,
2778,08/16/24 01:00:00 PM,1038.94,18.996,679.14,4.596,,,,,
2779,08/16/24 02:00:00 PM,1039.53,19.282,679.41,4.601,,,,,
2780,08/16/24 03:00:00 PM,1039.36,18.806,679.48,4.597,,,,,
2781,08/16/24 04:00:00 PM,1039.53,19.282,679.53,4.599,,,,,
2782,08/16/24 05:00:00 PM,1039.33,19.377,679.46,4.598,,,,,
2783,08/16/24 06:00:00 PM,1039.36,19.472,679.66,4.595,,,,,
2784,08/16/24 07:00:00 PM,1039.45,19.377,679.62,4.597,,,,,
2785,08/16/24 08:00:00 PM,1039.82,19.377,679.71,4.601,,,,,
2786,08/16/24 09:00:00 PM,1040.27,19.282,679.70,4.607,,,,,
2787,08/16/24 10:00:00 PM,1040.27,19.282,680.00,4.603,,,,,
2788,08/16/24 11:00:00 PM,1040.02,19.282,679.85,4.602,,,,,
2789,08/17/24 12:00:00 AM,1040.27,19.282,679.84,4.605,,,,,
2790,08/17/24 01:00:00 AM,1040.51,19.282,680.25,4.603,,,,,
2791,08/17/24 02:00:00 AM,1040.60,19.187,680.14,4.606,,,,,
2792,08/17/24 03:00:00 AM,1040.23,19.187,680.04,4.602,,,,,
2793,08/17/24 04:00:00 AM,1040.60,19.187,680.07,4.607,,,,,
2794,08/17/24 05:00:00 AM,1040.48,19.187,680.24,4.603,,,,,
2795,08/17/24 06:00:00 AM,1040.56,19.092,680.41,4.601,,,,,
2796,08/17/24 07:00:00 AM,1040.69,19.092,680.58,4.601,,,,,
2797,08/17/24 08:00:00 AM,1040.93,19.092,680.90,4.600,,,,,
2798,08/17/24 09:00:00 AM,1040.93,19.092,680.91,4.599,,,,,
2799,08/17/24 10:00:00 AM,1040.69,19.092,681.09,4.594,,,,,
2800,08/17/24 11:00:00 AM,1040.60,19.187,680.97,4.594,,,,,
2801,08/17/24 12:00:00 PM,1040.23,19.187,680.55,4.595,,,,,
2802,08/17/24 01:00:00 PM,1039.62,19.187,680.11,4.593,,,,,
2803,08/17/24 02:00:00 PM,1039.05,19.282,679.37,4.595,,,,,
2804,08/17/24 03:00:00 PM,1038.60,19.377,679.23,4.591,,,,,
2805,08/17/24 04:00:00 PM,1038.08,19.282,678.63,4.592,,,,,
2806,08/17/24 05:00:00 PM,1037.62,19.377,677.97,4.595,,,,,
2807,08/17/24 06:00:00 PM,1037.22,19.282,677.82,4.591,,,,,
2808,08/17/24 07:00:00 PM,1036.98,19.282,677.46,4.593,,,,,
2809,08/17/24 08:00:00 PM,1037.19,19.187,677.51,4.595,,,,,
2810,08/17/24 09:00:00 PM,1037.31,19.187,677.71,4.594,,,,,
2811,08/17/24 10:00:00 PM,1037.19,19.187,677.53,4.595,,,,,
2812,08/17/24 11:00:00 PM,1037.15,19.092,677.37,4.596,,,,,
2813,08/18/24 12:00:00 AM,1037.52,19.092,677.56,4.599,,,,,
2814,08/18/24 01:00:00 AM,1036.70,18.521,677.55,4.587,,,,,
2815,08/18/24 02:00:00 AM,1036.87,18.996,677.66,4.588,,,,,
2816,08/18/24 03:00:00 AM,1037.13,18.711,676.80,4.603,,,,,
2817,08/18/24 04:00:00 AM,1037.78,18.806,678.15,4.594,,,,,
2818,08/18/24 05:00:00 AM,1035.66,18.996,677.70,4.571,,,,,
2819,08/18/24 06:00:00 AM,1038.02,18.806,677.72,4.603,,,,,
2820,08/18/24 07:00:00 AM,1038.78,18.901,678.00,4.610,,,,,
2821,08/18/24 08:00:00 AM,1037.33,18.901,678.33,4.585,,,,,
2822,08/18/24 09:00:00 AM,1036.23,18.901,678.96,4.562,,,,,
2823,08/18/24 10:00:00 AM,1037.29,18.806,679.21,4.573,,,,,
2824,08/18/24 11:00:00 AM,1039.31,18.996,679.29,4.599,,,,,
2825,08/18/24 12:00:00 PM,1039.92,18.996,679.37,4.607,,,,,
2826,08/18/24 01:00:00 PM,1037.97,18.996,679.39,4.580,,,,,
2827,08/18/24 02:00:00 PM,1036.05,19.092,679.14,4.557,,,,,
2828,08/18/24 03:00:00 PM,1036.91,19.092,678.93,4.572,,,,,
2829,08/18/24 04:00:00 PM,1038.81,19.282,678.87,4.599,,,,,
2830,08/18/24 05:00:00 PM,1038.93,19.282,678.55,4.604,,,,,
2831,08/18/24 06:00:00 PM,1036.82,19.187,678.23,4.580,,,,,
2832,08/18/24 07:00:00 PM,1035.13,18.901,677.74,4.563,,,,,
2833,08/18/24 08:00:00 PM,1035.78,18.996,677.69,4.573,,,,,
2834,08/18/24 09:00:00 PM,1038.21,18.996,678.15,4.600,,,,,
2835,08/18/24 10:00:00 PM,1038.21,18.996,677.79,4.605,,,,,
2836,08/18/24 11:00:00 PM,1037.24,18.996,678.30,4.585,,,,,
2837,08/19/24 12:00:00 AM,1036.59,18.901,678.67,4.571,,,,,
2838,08/19/24 01:00:00 AM,1037.12,18.996,678.77,4.577,,,,,
2839,08/19/24 02:00:00 AM,1039.10,19.092,678.97,4.601,,,,,
2840,08/19/24 03:00:00 AM,1039.10,19.092,678.67,4.605,,,,,
2841,08/19/24 04:00:00 AM,1037.97,18.996,678.66,4.590,,,,,
2842,08/19/24 05:00:00 AM,1037.36,18.996,679.00,4.577,,,,,
2843,08/19/24 06:00:00 AM,1037.73,18.996,679.29,4.578,,,,,
2844,08/19/24 07:00:00 AM,1039.31,18.996,679.65,4.594,,,,,
2845,08/19/24 08:00:00 AM,1039.80,18.996,679.80,4.599,,,,,
2846,08/19/24 09:00:00 AM,1038.78,18.901,679.82,4.585,,,,,
2847,08/19/24 10:00:00 AM,1037.82,18.901,679.89,4.571,,,,,
2848,08/19/24 11:00:00 AM,1037.85,18.996,679.77,4.573,,,,,
2849,08/19/24 12:00:00 PM,1038.86,19.092,679.34,4.593,,,,,
2850,08/19/24 01:00:00 PM,1038.49,19.092,679.06,4.591,,,,,
2851,08/19/24 02:00:00 PM,1037.10,19.282,678.81,4.576,,,,,
2852,08/19/24 03:00:00 PM,1035.51,19.282,678.00,4.566,,,,,
2853,08/19/24 04:00:00 PM,1035.31,19.377,677.28,4.573,,,,,
2854,08/19/24 05:00:00 PM,998.80,19.377,676.71,4.083,,,,,
2855,08/19/24 06:00:00 PM,999.55,19.092,677.46,4.083,,,,,
2856,08/19/24 07:00:00 PM,1000.03,19.092,677.32,4.091,,,,,
2857,08/19/24 08:00:00 PM,1000.76,19.092,677.51,4.099,,,,,
2858,08/19/24 09:00:00 PM,1000.88,19.092,678.51,4.087,,,,,
2859,08/19/24 10:00:00 PM,1001.65,19.187,679.15,4.088,,,,,
2860,08/19/24 11:00:00 PM,1002.41,19.282,679.26,4.098,,,,,
2861,08/20/24 12:00:00 AM,1003.26,19.282,680.07,4.098,,,,,
2862,08/20/24 01:00:00 AM,1003.26,19.282,680.19,4.096,,,,,
2863,08/20/24 02:00:00 AM,1002.63,19.567,679.47,4.098,,,,,
2864,08/20/24 03:00:00 AM,1001.65,19.187,679.82,4.079,,,,,
2865,08/20/24 04:00:00 AM,1002.08,18.711,679.68,4.087,,,,,
2866,08/20/24 05:00:00 AM,1003.34,18.806,679.96,4.100,,,,,
2867,08/20/24 06:00:00 AM,1003.34,18.806,679.67,4.104,,,,,
2868,08/20/24 07:00:00 AM,1002.79,18.996,680.05,4.092,,,,,
2869,08/20/24 08:00:00 AM,1002.19,18.996,679.86,4.086,,,,,
2870,08/20/24 09:00:00 AM,1002.79,18.996,679.85,4.094,,,,,
2871,08/20/24 10:00:00 AM,1003.40,18.996,679.73,4.104,,,,,
2872,08/20/24 11:00:00 AM,1003.31,19.092,679.62,4.105,,,,,
2873,08/20/24 12:00:00 PM,1002.34,19.092,679.41,4.094,,,,,
2874,08/20/24 01:00:00 PM,1001.28,19.187,679.51,4.079,,,,,
2875,08/20/24 02:00:00 PM,1001.20,19.282,679.15,4.082,,,,,
2876,08/20/24 03:00:00 PM,1001.95,19.377,678.85,4.097,,,,,
2877,08/20/24 04:00:00 PM,1001.38,19.472,678.55,4.093,,,,,
2878,08/20/24 05:00:00 PM,1000.38,19.377,678.11,4.086,,,,,
2879,08/20/24 06:00:00 PM,999.28,19.377,677.83,4.074,,,,,
2880,08/20/24 07:00:00 PM,999.52,19.377,677.70,4.080,,,,,
2881,08/20/24 08:00:00 PM,1000.34,19.282,677.80,4.089,,,,,
2882,08/20/24 09:00:00 PM,1000.67,19.187,677.75,4.094,,,,,
2883,08/20/24 10:00:00 PM,1000.62,19.377,678.18,4.088,,,,,
2884,08/20/24 11:00:00 PM,1000.33,19.948,678.51,4.080,,,,,
2885,08/21/24 12:00:00 AM,1000.93,19.567,678.66,4.086,,,,,
2886,08/21/24 01:00:00 AM,1001.44,19.282,678.78,4.091,,,,,
2887,08/21/24 02:00:00 AM,1002.20,19.377,679.19,4.096,,,,,
2888,08/21/24 03:00:00 AM,1001.20,19.282,678.98,4.085,,,,,
2889,08/21/24 04:00:00 AM,1001.07,19.282,679.03,4.082,,,,,
2890,08/21/24 05:00:00 AM,1002.29,19.282,679.92,4.087,,,,,
2891,08/21/24 06:00:00 AM,1001.83,19.377,679.33,4.089,,,,,
2892,08/21/24 07:00:00 AM,1001.85,19.758,679.57,4.086,,,,,
2893,08/21/24 08:00:00 AM,1002.58,19.758,679.29,4.100,,,,,
2894,08/21/24 09:00:00 AM,1002.93,19.377,680.40,4.089,,,,,
2895,08/21/24 10:00:00 AM,1002.36,19.472,679.76,4.090,,,,,
2896,08/21/24 11:00:00 AM,1002.70,19.758,680.29,4.088,,,,,
2897,08/21/24 12:00:00 PM,1003.06,19.758,680.16,4.094,,,,,
2898,08/21/24 01:00:00 PM,1002.97,19.853,680.09,4.094,,,,,
2899,08/21/24 02:00:00 PM,1002.73,19.853,680.22,4.089,,,,,
2900,08/21/24 03:00:00 PM,1002.09,19.758,679.69,4.088,,,,,
2901,08/21/24 04:00:00 PM,1001.64,19.853,679.55,4.084,,,,,
2902,08/21/24 05:00:00 PM,1002.22,19.758,680.13,4.083,,,,,
2903,08/21/24 06:00:00 PM,1002.28,19.948,679.69,4.090,,,,,
2904,08/21/24 07:00:00 PM,1002.07,20.043,679.39,4.092,,,,,
2905,08/21/24 08:00:00 PM,1001.55,19.948,679.65,4.081,,,,,
2906,08/21/24 09:00:00 PM,1001.27,19.853,679.55,4.079,,,,,
2907,08/21/24 10:00:00 PM,1001.97,19.758,679.83,4.084,,,,,
2908,08/21/24 11:00:00 PM,1002.34,19.758,680.00,4.087,,,,,
2909,08/22/24 12:00:00 AM,1002.70,19.758,679.97,4.092,,,,,
2910,08/22/24 01:00:00 AM,1001.87,19.472,680.18,4.078,,,,,
2911,08/22/24 02:00:00 AM,1001.77,19.187,680.39,4.073,,,,,
2912,08/22/24 03:00:00 AM,1002.27,19.567,680.45,4.080,,,,,
2913,08/22/24 04:00:00 AM,1002.76,19.567,680.70,4.083,,,,,
2914,08/22/24 05:00:00 AM,1002.76,19.567,680.69,4.083,,,,,
2915,08/22/24 06:00:00 AM,1002.32,19.377,680.99,4.073,,,,,
2916,08/22/24 07:00:00 AM,1002.32,19.377,681.09,4.071,,,,,
2917,08/22/24 08:00:00 AM,1003.05,19.377,681.32,4.078,,,,,
2918,08/22/24 09:00:00 AM,1003.18,19.377,681.24,4.081,,,,,
2919,08/22/24 10:00:00 AM,1002.90,19.282,681.21,4.078,,,,,
2920,08/22/24 11:00:00 AM,1002.29,19.282,680.80,4.075,,,,,
2921,08/22/24 12:00:00 PM,1001.47,19.377,680.26,4.071,,,,,
2922,08/22/24 01:00:00 PM,1000.95,19.282,679.57,4.073,,,,,
2923,08/22/24 02:00:00 PM,1000.59,19.282,678.67,4.081,,,,,
2924,08/22/24 03:00:00 PM,999.87,19.662,678.14,4.078,,,,,
2925,08/22/24 04:00:00 PM,998.81,19.758,677.70,4.070,,,,,
2926,08/22/24 05:00:00 PM,998.11,19.853,676.87,4.072,,,,,
2927,08/22/24 06:00:00 PM,997.96,19.758,676.65,4.073,,,,,
2928,08/22/24 07:00:00 PM,998.10,19.472,676.53,4.076,,,,,
2929,08/22/24 08:00:00 PM,997.84,19.092,676.20,4.077,,,,,
2930,08/22/24 09:00:00 PM,997.62,18.806,676.53,4.069,,,,,
2931,08/22/24 10:00:00 PM,997.57,18.996,676.53,4.068,,,,,
2932,08/22/24 11:00:00 PM,997.60,19.092,676.51,4.069,,,,,
2933,08/23/24 12:00:00 AM,997.80,18.616,676.31,4.074,,,,,
2934,08/23/24 01:00:00 AM,997.43,18.616,676.08,4.072,,,,,
2935,08/23/24 02:00:00 AM,996.82,18.616,675.72,4.069,,,,,
2936,08/23/24 03:00:00 AM,996.32,18.901,675.19,4.070,,,,,
2937,08/23/24 04:00:00 AM,996.10,18.616,674.85,4.071,,,,,
2938,08/23/24 05:00:00 AM,996.11,18.996,674.84,4.072,,,,,
2939,08/23/24 06:00:00 AM,995.90,19.092,674.13,4.079,,,,,
2940,08/23/24 07:00:00 AM,995.40,18.711,673.83,4.075,,,,,
2941,08/23/24 08:00:00 AM,995.35,18.901,674.11,4.071,,,,,
2942,08/23/24 09:00:00 AM,995.02,18.996,673.87,4.070,,,,,
2943,08/23/24 10:00:00 AM,995.05,19.092,673.44,4.076,,,,,
2944,08/23/24 11:00:00 AM,994.54,19.377,672.81,4.078,,,,,
2945,08/23/24 12:00:00 PM,992.96,19.377,671.91,4.069,,,,,
2946,08/23/24 01:00:00 PM,992.26,19.472,671.28,4.068,,,,,
2947,08/23/24 02:00:00 PM,991.18,19.472,670.49,4.064,,,,,
2948,08/23/24 03:00:00 PM,991.33,19.567,669.83,4.075,,,,,
2949,08/23/24 04:00:00 PM,990.15,19.662,669.25,4.067,,,,,
2950,08/23/24 05:00:00 PM,988.92,19.282,668.70,4.057,,,,,
2951,08/23/24 06:00:00 PM,988.05,19.567,668.03,4.055,,,,,
2952,08/23/24 07:00:00 PM,992.35,19.377,672.87,4.048,,,,,
2953,08/23/24 08:00:00 PM,994.96,19.187,674.13,4.066,,,,,
2954,08/23/24 09:00:00 PM,996.00,19.377,673.68,4.086,,,,,
2955,08/23/24 10:00:00 PM,997.70,19.377,674.52,4.098,,,,,
2956,08/23/24 11:00:00 PM,996.04,19.472,674.45,4.076,,,,,
2957,08/24/24 12:00:00 AM,995.76,19.377,674.84,4.067,,,,,
2958,08/24/24 01:00:00 AM,996.97,19.377,675.42,4.076,,,,,
2959,08/24/24 02:00:00 AM,998.68,19.377,675.39,4.099,,,,,
2960,08/24/24 03:00:00 AM,998.56,19.377,675.15,4.101,,,,,
2961,08/24/24 04:00:00 AM,997.06,19.282,675.57,4.075,,,,,
2962,08/24/24 05:00:00 AM,996.21,19.282,676.12,4.056,,,,,
2963,08/24/24 06:00:00 AM,997.42,19.282,676.59,4.066,,,,,
2964,08/24/24 07:00:00 AM,999.58,19.187,676.70,4.094,,,,,
2965,08/24/24 08:00:00 AM,999.58,19.187,677.19,4.087,,,,,
2966,08/24/24 09:00:00 AM,998.12,19.187,677.21,4.067,,,,,
2967,08/24/24 10:00:00 AM,997.00,19.092,677.52,4.047,,,,,
2968,08/24/24 11:00:00 AM,997.75,19.187,677.42,4.059,,,,,
2969,08/24/24 12:00:00 PM,999.34,19.187,677.40,4.081,,,,,
2970,08/24/24 01:00:00 PM,999.58,19.187,677.16,4.087,,,,,
2971,08/24/24 02:00:00 PM,997.75,19.187,677.24,4.061,,,,,
2972,08/24/24 03:00:00 PM,996.30,19.187,677.34,4.040,,,,,
2973,08/24/24 04:00:00 PM,997.39,19.187,677.28,4.056,,,,,
2974,08/24/24 05:00:00 PM,999.22,19.187,677.19,4.082,,,,,
2975,08/24/24 06:00:00 PM,999.73,19.282,677.30,4.088,,,,,
2976,08/24/24 07:00:00 PM,998.00,19.187,677.32,4.064,,,,,
2977,08/24/24 08:00:00 PM,997.60,19.092,677.52,4.056,,,,,
2978,08/24/24 09:00:00 PM,998.94,19.092,678.27,4.063,,,,,
2979,08/24/24 10:00:00 PM,1000.88,19.092,678.61,4.085,,,,,
2980,08/24/24 11:00:00 PM,1000.97,18.996,678.96,4.082,,,,,
2981,08/25/24 12:00:00 AM,1000.00,18.996,679.26,4.064,,,,,
2982,08/25/24 01:00:00 AM,999.15,18.996,679.59,4.048,,,,,
2983,08/25/24 02:00:00 AM,1000.00,18.996,679.69,4.058,,,,,
2984,08/25/24 03:00:00 AM,1001.95,18.996,680.28,4.077,,,,,
2985,08/25/24 04:00:00 AM,1002.03,18.901,680.37,4.077,,,,,
2986,08/25/24 05:00:00 AM,1000.81,18.901,680.76,4.055,,,,,
2987,08/25/24 06:00:00 AM,1000.69,18.901,681.36,4.045,,,,,
2988,08/25/24 07:00:00 AM,1002.03,18.901,681.93,4.055,,,,,
2989,08/25/24 08:00:00 AM,1003.82,18.806,682.41,4.073,,,,,
2990,08/25/24 09:00:00 AM,1004.06,18.806,683.13,4.067,,,,,
2991,08/25/24 10:00:00 AM,1003.09,18.806,683.46,4.049,,,,,
2992,08/25/24 11:00:00 AM,1002.57,18.711,683.68,4.039,,,,,
2993,08/25/24 12:00:00 PM,1003.58,18.806,683.64,4.053,,,,,
2994,08/25/24 01:00:00 PM,1005.16,18.806,683.92,4.071,,,,,
2995,08/25/24 02:00:00 PM,1005.16,18.806,683.97,4.070,,,,,
2996,08/25/24 03:00:00 PM,1004.46,18.901,684.00,4.060,,,,,
2997,08/25/24 04:00:00 PM,1003.49,18.901,684.01,4.047,,,,,
2998,08/25/24 05:00:00 PM,1004.46,18.901,684.17,4.058,,,,,
2999,08/25/24 06:00:00 PM,1005.56,18.901,684.06,4.075,,,,,
3000,08/25/24 07:00:00 PM,1005.68,18.901,684.32,4.073,,,,,
3001,08/25/24 08:00:00 PM,1004.31,18.806,684.26,4.055,,,,,
3002,08/25/24 09:00:00 PM,1003.94,18.806,684.47,4.047,,,,,
3003,08/25/24 10:00:00 PM,1004.79,18.806,684.37,4.060,,,,,
3004,08/25/24 11:00:00 PM,1006.01,18.806,684.72,4.072,,,,,
3005,08/26/24 12:00:00 AM,1006.22,18.711,684.98,4.071,,,,,
3006,08/26/24 01:00:00 AM,1005.00,18.711,684.99,4.054,,,,,
3007,08/26/24 02:00:00 AM,1004.51,18.711,685.02,4.047,,,,,
3008,08/26/24 03:00:00 AM,1005.09,18.616,685.02,4.055,,,,,
3009,08/26/24 04:00:00 AM,1006.07,18.616,685.00,4.068,,,,,
3010,08/26/24 05:00:00 AM,1005.94,18.616,685.01,4.067,,,,,
3011,08/26/24 06:00:00 AM,1004.81,18.521,685.31,4.047,,,,,
3012,08/26/24 07:00:00 AM,1004.81,18.521,685.30,4.047,,,,,
3013,08/26/24 08:00:00 AM,1005.51,18.426,685.52,4.054,,,,,
3014,08/26/24 09:00:00 AM,1006.52,18.521,685.49,4.068,,,,,
3015,08/26/24 10:00:00 AM,1006.03,18.521,685.47,4.061,,,,,
3016,08/26/24 11:00:00 AM,1004.45,18.521,685.11,4.045,,,,,
3017,08/26/24 12:00:00 PM,1003.76,18.616,684.70,4.041,,,,,
3018,08/26/24 01:00:00 PM,1003.79,18.711,684.27,4.047,,,,,
3019,08/26/24 02:00:00 PM,1004.06,18.806,683.66,4.060,,,,,
3020,08/26/24 03:00:00 PM,1003.34,18.806,683.28,4.055,,,,,
3021,08/26/24 04:00:00 PM,1002.03,18.901,683.03,4.041,,,,,
3022,08/26/24 05:00:00 PM,1001.18,18.901,682.70,4.034,,,,,
3023,08/26/24 06:00:00 PM,1001.75,18.806,682.35,4.046,,,,,
3024,08/26/24 07:00:00 PM,1002.15,18.901,682.15,4.054,,,,,
3025,08/26/24 08:00:00 PM,1001.46,18.996,681.71,4.051,,,,,
3026,08/26/24 09:00:00 PM,1000.85,18.996,681.92,4.040,,,,,
3027,08/26/24 10:00:00 PM,1000.69,18.901,681.90,4.038,,,,,
3028,08/26/24 11:00:00 PM,1001.18,18.901,681.66,4.048,,,,,
3029,08/27/24 12:00:00 AM,1001.91,18.901,681.51,4.060,,,,,
3030,08/27/24 01:00:00 AM,1001.54,18.901,681.50,4.055,,,,,
3031,08/27/24 02:00:00 AM,1000.54,18.806,681.21,4.045,,,,,
3032,08/27/24 03:00:00 AM,999.98,18.616,680.97,4.040,,,,,
3033,08/27/24 04:00:00 AM,1000.10,18.616,680.66,4.046,,,,,
3034,08/27/24 05:00:00 AM,1000.96,18.616,680.69,4.058,,,,,
