Date,Site,Test,Parameter,Value,Units,Qualifier,Method,Start Depth,End Depth,SampleType,Volume,Notes
02/07/2018,Yellow Bay Knob @ Flathead Lake BioStation,Phosphorus (Total),TP,< 1.5,µg/L - P,,"USGS 03-4174, EPA 365.2",,,Deposition-Dry,1916.7,Bucket in on 30I18@1330hrs. Rain and snow storms; warmer temperatures (mid-30'sF); some high winds at times; colder temperatures later in the week. Mode. Organics in the sample: filtered through 500um mesh.;;;
02/13/2018,Yellow Bay Knob @ Flathead Lake BioStation,Nitrogen (Total),TN,92,µg/L - N,,"USGS 03-4174, EPA 353.2",,,Deposition-Dry,1304.2,Bucket in on 06II18@0845hrs. Very cold temperatures in the single digits; some snow showers; very high winds 20-30mph gusts. Heavy organics in the sample; frozen; filtered through 500 um mesh; allowed to thaw overnight in the walk-in fridge.;;;
02/13/2018,Yellow Bay Knob @ Flathead Lake BioStation,Nitrogen (Total),TN,203,µg/L - N,,"USGS 03-4174, EPA 353.2",,,Deposition-Wet,325.2,Bucket in on 06II18@0845hrs. Very cold temperatures in the single digits; some snow showers; very high winds 20-30mph gusts. Light organics in the sample; snow; filtered through 500 um mesh; allowed to thaw overnight in the walk-in fridge.;;;
02/13/2018,Yellow Bay Knob @ Flathead Lake BioStation,Phosphorus (Total),TP,6.2,µg/L - P,,"USGS 03-4174, EPA 365.2",,,Deposition-Wet,325.2,Bucket in on 06II18@0845hrs. Very cold temperatures in the single digits; some snow showers; very high winds 20-30mph gusts. Light organics in the sample; snow; filtered through 500 um mesh; allowed to thaw overnight in the walk-in fridge.;;;
02/13/2018,Yellow Bay Knob @ Flathead Lake BioStation,Phosphorus (Total),TP,4.3,µg/L - P,,"USGS 03-4174, EPA 365.2",,,Deposition-Dry,1304.2,Bucket in on 06II18@0845hrs. Very cold temperatures in the single digits; some snow showers; very high winds 20-30mph gusts. Heavy organics in the sample; frozen; filtered through 500 um mesh; allowed to thaw overnight in the walk-in fridge.;;;
02/21/2018,Yellow Bay Knob @ Flathead Lake BioStation,Nitrogen (Total),TN,97.4,µg/L - N,,"USGS 03-4174, EPA 353.2",,,Deposition-Dry,1989.4,Bucket in on 13II18@0900hrs. Bitter cold this past week with a blizard 5 days ago; high winds at times and some more recent snow showers. Heavy organics in the sample; frozen and allowed to thaw in the walk-in fridge overnight; filtered through 500 um mes;;;
02/21/2018,Yellow Bay Knob @ Flathead Lake BioStation,Nitrogen (Total),TN,254,µg/L - N,,"USGS 03-4174, EPA 353.2",,,Deposition-Wet,1124.3,Bucket in on 13II18@0900hrs. Bitter cold this past week with a blizard 5 days ago; high winds at times and some more recent snow showers. Light organics in the sample; snow and allowed to thaw in the walk-in fridge overnight; filtered through 500 um mes;;;
02/21/2018,Yellow Bay Knob @ Flathead Lake BioStation,Phosphorus (Total),TP,5.2,µg/L - P,,"USGS 03-4174, EPA 365.2",,,Deposition-Wet,1124.3,Bucket in on 13II18@0900hrs. Bitter cold this past week with a blizard 5 days ago; high winds at times and some more recent snow showers. Light organics in the sample; snow and allowed to thaw in the walk-in fridge overnight; filtered through 500 um mes;;;
02/21/2018,Yellow Bay Knob @ Flathead Lake BioStation,Phosphorus (Total),TP,5.6,µg/L - P,,"USGS 03-4174, EPA 365.2",,,Deposition-Dry,1989.4,Bucket in on 13II18@0900hrs. Bitter cold this past week with a blizard 5 days ago; high winds at times and some more recent snow showers. Heavy organics in the sample; frozen and allowed to thaw in the walk-in fridge overnight; filtered through 500 um mes;;;
02/27/2018,Yellow Bay Knob @ Flathead Lake BioStation,Nitrogen (Total),TN,33,µg/L - N,,"USGS 03-4174, EPA 353.2",,,Deposition-Dry,1354.3,Bucket in on 21II18@1130hrs. Bitter cold changing to mid-20's (F) during the later half of the collection period; high winds; some sunny days. Moderate organics in the sample; partially frozen; thawed and then filtered through 500 um mesh.;;;
02/27/2018,Yellow Bay Knob @ Flathead Lake BioStation,Phosphorus (Total),TP,1.5,µg/L - P,,"USGS 03-4174, EPA 365.2",,,Deposition-Dry,1354.3,Bucket in on 21II18@1130hrs. Bitter cold changing to mid-20's (F) during the later half of the collection period; high winds; some sunny days. Moderate organics in the sample; partially frozen; thawed and then filtered through 500 um mesh.;;;
03/07/2018,Yellow Bay Knob @ Flathead Lake BioStation,Nitrogen (Total),TN,94.8,µg/L - N,,"USGS 03-4174, EPA 353.2",,,Deposition-Dry,1285.2,Bucket in on 27II18@1030hrs. Warmer temperatures but still freezing; high winds; facilities was burning slash piles here at the station; open burning started on 3/1/2018. Moderate organincs in the sample; filtered through 500 um mesh.;;;
03/07/2018,Yellow Bay Knob @ Flathead Lake BioStation,Phosphorus (Total),TP,18.8,µg/L - P,,"USGS 03-4174, EPA 365.2",,,Deposition-Dry,1285.2,Bucket in on 27II18@1030hrs. Warmer temperatures but still freezing; high winds; facilities was burning slash piles here at the station; open burning started on 3/1/2018. Moderate organincs in the sample; filtered through 500 um mesh.;;;
03/14/2018,Yellow Bay Knob @ Flathead Lake BioStation,Nitrogen (Total),TN,93.8,µg/L - N,,"USGS 03-4174, EPA 353.2",,,Deposition-Dry,1471.7,Bucket in on 07III18@1500hrs. Dry with most days above freezing but nights are still at freezing temps; high winds at times; some sunny days. Moderate organics in the sample; burning at the station again; filtered through 500um mesh.;;;
03/14/2018,Yellow Bay Knob @ Flathead Lake BioStation,Phosphorus (Total),TP,1.9,µg/L - P,,"USGS 03-4174, EPA 365.2",,,Deposition-Dry,1471.7,Bucket in on 07III18@1500hrs. Dry with most days above freezing but nights are still at freezing temps; high winds at times; some sunny days. Moderate organics in the sample; burning at the station again; filtered through 500um mesh.;;;
03/21/2018,Yellow Bay Knob @ Flathead Lake BioStation,Nitrogen (Total),TN,106,µg/L - N,,"USGS 03-4174, EPA 353.2",,,Deposition-Dry,1592.1,Bucket in on 14III18 @1540hrs. Overacast to sunny; high winds at times; daytime highs in the 40's (F) while nitghts are freezing; burning at the station. Light organics in the sample; filtered through 500 um mesh.;;;
03/21/2018,Yellow Bay Knob @ Flathead Lake BioStation,Nitrogen (Total),TN,584,µg/L - N,,"USGS 03-4174, EPA 353.2",,,Deposition-Wet,404.8,Bucket in on 21III18@1130hrs. Light rain/snow showers during collection period; took a long time to accumulate enough sample.; overcast to sunny; warmer temp. during day and freezing nights; open burning. Light organics; filtered 500 um; foamy sample.;;;
03/21/2018,Yellow Bay Knob @ Flathead Lake BioStation,Phosphorus (Total),TP,3.5,µg/L - P,,"USGS 03-4174, EPA 365.2",,,Deposition-Wet,404.8,Bucket in on 21III18@1130hrs. Light rain/snow showers during collection period; took a long time to accumulate enough sample.; overcast to sunny; warmer temp. during day and freezing nights; open burning. Light organics; filtered 500 um; foamy sample.;;;
03/21/2018,Yellow Bay Knob @ Flathead Lake BioStation,Phosphorus (Total),TP,1.8,µg/L - P,,"USGS 03-4174, EPA 365.2",,,Deposition-Dry,1592.1,Bucket in on 14III18 @1540hrs. Overacast to sunny; high winds at times; daytime highs in the 40's (F) while nitghts are freezing; burning at the station. Light organics in the sample; filtered through 500 um mesh.;;;
03/28/2018,Yellow Bay Knob @ Flathead Lake BioStation,Nitrogen (Total),TN,118,µg/L - N,,"USGS 03-4174, EPA 353.2",,,Deposition-Dry,725.5,Bucket in on 28III18@1400hrs. High winds and some rain showers; nights near freezing with days in the 40's (F); burning at the station. Moderate organics in the sample; filtered through 500 um mesh.;;;
03/28/2018,Yellow Bay Knob @ Flathead Lake BioStation,Nitrogen (Total),TN,280,µg/L - N,,"USGS 03-4174, EPA 353.2",,,Deposition-Wet,1213.6,Bucket in on 28III18@1400hrs. High winds and some rain showers; nights near freezing with days in the 40's (F); burning at the station. Light organics in the sample; 1 Chironomid adult; filtered through 500 um mesh.;;;
03/28/2018,Yellow Bay Knob @ Flathead Lake BioStation,Phosphorus (Total),TP,< 1.5,µg/L - P,,"USGS 03-4174, EPA 365.2",,,Deposition-Wet,1213.6,Bucket in on 28III18@1400hrs. High winds and some rain showers; nights near freezing with days in the 40's (F); burning at the station. Light organics in the sample; 1 Chironomid adult; filtered through 500 um mesh.;;;
03/28/2018,Yellow Bay Knob @ Flathead Lake BioStation,Phosphorus (Total),TP,4.5,µg/L - P,,"USGS 03-4174, EPA 365.2",,,Deposition-Dry,725.5,Bucket in on 28III18@1400hrs. High winds and some rain showers; nights near freezing with days in the 40's (F); burning at the station. Moderate organics in the sample; filtered through 500 um mesh.;;;
04/04/2018,Yellow Bay Knob @ Flathead Lake BioStation,Nitrogen (Total),TN,181,µg/L - N,,"USGS 03-4174, EPA 353.2",,,Deposition-Dry,1336.1,Bucket in on 28III18@0930hrs. Moderate to high winds; some snow and rain showers; daytime hihgs in mid-30's to 40's (F) then nights dropping to to or below freezing; burning at the station. Light organics in the sample; filtered through 500 um mesh.;;;
04/04/2018,Yellow Bay Knob @ Flathead Lake BioStation,Phosphorus (Total),TP,10.6,µg/L - P,,"USGS 03-4174, EPA 365.2",,,Deposition-Dry,1336.1,Bucket in on 28III18@0930hrs. Moderate to high winds; some snow and rain showers; daytime hihgs in mid-30's to 40's (F) then nights dropping to to or below freezing; burning at the station. Light organics in the sample; filtered through 500 um mesh.;;;
04/11/2018,Yellow Bay Knob @ Flathead Lake BioStation,Nitrogen (Total),TN,168,µg/L - N,,"USGS 03-4174, EPA 353.2",,,Deposition-Dry,2007,Bucket in on 04IV18@1130hrs. Rain showers at times; high winds at times; some sun breaks but mostly overcast; burning at the station. Heavy organics and one Dipteran fly; filtered through 500 um mesh.;;;
04/11/2018,Yellow Bay Knob @ Flathead Lake BioStation,Nitrogen (Total),TN,488,µg/L - N,,"USGS 03-4174, EPA 353.2",,,Deposition-Wet,632.2,Bucket in on 28III18@1400hrs. Rain showers on and off during the collection period; high winds at times; burning at the station. No visible organics in the sample; filtered through 500 um mesh.;;;
04/11/2018,Yellow Bay Knob @ Flathead Lake BioStation,Phosphorus (Total),TP,8.6,µg/L - P,,"USGS 03-4174, EPA 365.2",,,Deposition-Wet,632.2,Bucket in on 28III18@1400hrs. Rain showers on and off during the collection period; high winds at times; burning at the station. No visible organics in the sample; filtered through 500 um mesh.;;;
04/11/2018,Yellow Bay Knob @ Flathead Lake BioStation,Phosphorus (Total),TP,5.9,µg/L - P,,"USGS 03-4174, EPA 365.2",,,Deposition-Dry,2007,Bucket in on 04IV18@1130hrs. Rain showers at times; high winds at times; some sun breaks but mostly overcast; burning at the station. Heavy organics and one Dipteran fly; filtered through 500 um mesh.;;;
04/18/2018,Yellow Bay Knob @ Flathead Lake BioStation,Nitrogen (Total),TN,106,µg/L - N,,"USGS 03-4174, EPA 353.2",,,Deposition-Dry,1452.4,Bucket in on 11IV18@1200hrs. Heavy rainstorms at times; cold nights and warmer days; high winds at times. Light organics in the sample; filtered through 500 um mesh.;;;
04/18/2018,Yellow Bay Knob @ Flathead Lake BioStation,Nitrogen (Total),TN,158,µg/L - N,,"USGS 03-4174, EPA 353.2",,,Deposition-Wet,1644.8,"Bucket in on 11IV18@1200hrs. Heavy rainstorms at times; cold nights and warmer days; high winds at times. Moderate organics in the sample; 1 bumblebee, I Dipteran; filtered through 500 um mesh.;;;"
04/18/2018,Yellow Bay Knob @ Flathead Lake BioStation,Phosphorus (Total),TP,2.4,µg/L - P,,"USGS 03-4174, EPA 365.2",,,Deposition-Wet,1644.8,"Bucket in on 11IV18@1200hrs. Heavy rainstorms at times; cold nights and warmer days; high winds at times. Moderate organics in the sample; 1 bumblebee, I Dipteran; filtered through 500 um mesh.;;;"
04/18/2018,Yellow Bay Knob @ Flathead Lake BioStation,Phosphorus (Total),TP,5.1,µg/L - P,,"USGS 03-4174, EPA 365.2",,,Deposition-Dry,1452.4,Bucket in on 11IV18@1200hrs. Heavy rainstorms at times; cold nights and warmer days; high winds at times. Light organics in the sample; filtered through 500 um mesh.;;;
04/25/2018,Yellow Bay Knob @ Flathead Lake BioStation,Nitrogen (Total),TN,128,µg/L - N,,"USGS 03-4174, EPA 353.2",,,Deposition-Dry,982.1,Bucket in on 18IV18 @ 1300hrs. Mostly sunny and dry with hihg winds at times; lots of burning in the valley and at the station. Moderate organics in the sample; filtered through 500 um mesh.;;;
04/25/2018,Yellow Bay Knob @ Flathead Lake BioStation,Phosphorus (Total),TP,12.1,µg/L - P,,"USGS 03-4174, EPA 365.2",,,Deposition-Dry,982.1,Bucket in on 18IV18 @ 1300hrs. Mostly sunny and dry with hihg winds at times; lots of burning in the valley and at the station. Moderate organics in the sample; filtered through 500 um mesh.;;;
05/03/2018,Yellow Bay Knob @ Flathead Lake BioStation,Nitrogen (Total),TN,844,µg/L - N,,"USGS 03-4174, EPA 353.2",,,Deposition-Dry,1201.3,"Very smokey 1 day this week.  Inversion and valley wide burning.  Also burning at FLBS. ~12 flies and 1 bee in sample, filtered through 500um mesh.;;;"
05/03/2018,Yellow Bay Knob @ Flathead Lake BioStation,Nitrogen (Total),TN,807,µg/L - N,,"USGS 03-4174, EPA 353.2",,,Deposition-Wet,558,"Valley wide burning, Scattered rain on 30IV18 and 01V18..  Also burning at FLBS. Sample very clean, filtered through 500um mesh.;;;"
05/03/2018,Yellow Bay Knob @ Flathead Lake BioStation,Phosphorus (Total),TP,21.2,µg/L - P,,"USGS 03-4174, EPA 365.2",,,Deposition-Wet,558,"Valley wide burning, Scattered rain on 30IV18 and 01V18..  Also burning at FLBS. Sample very clean, filtered through 500um mesh.;;;"
05/03/2018,Yellow Bay Knob @ Flathead Lake BioStation,Phosphorus (Total),TP,123,µg/L - P,,"USGS 03-4174, EPA 365.2",,,Deposition-Dry,1201.3,"Very smokey 1 day this week.  Inversion and valley wide burning.  Also burning at FLBS. ~12 flies and 1 bee in sample, filtered through 500um mesh.;;;"
05/10/2018,Yellow Bay Knob @ Flathead Lake BioStation,Nitrogen (Total),TN,1170,µg/L - N,,"USGS 03-4174, EPA 353.2",,,Deposition-Dry,1204.2,Bucket in on 03V18@1000hrs. Rain showers at times but mostly dry; some burning in the valley; Lots of pollen in the air. Heavy organics in the sample and 2 bees and 3 flies in the sample; filtered through 500 um mesh.;;;
05/10/2018,Yellow Bay Knob @ Flathead Lake BioStation,Nitrogen (Total),TN,321,µg/L - N,,"USGS 03-4174, EPA 353.2",,,Deposition-Wet,520.5,Bucket in on 03V18@1000hrs. Rain showers at times but mostly dry; some burning in the valley; Lots of pollen in the air. Light organics; filtered through 500 um mesh.;;;
05/10/2018,Yellow Bay Knob @ Flathead Lake BioStation,Phosphorus (Total),TP,5.7,µg/L - P,,"USGS 03-4174, EPA 365.2",,,Deposition-Wet,520.5,Bucket in on 03V18@1000hrs. Rain showers at times but mostly dry; some burning in the valley; Lots of pollen in the air. Light organics; filtered through 500 um mesh.;;;
05/10/2018,Yellow Bay Knob @ Flathead Lake BioStation,Phosphorus (Total),TP,188,µg/L - P,,"USGS 03-4174, EPA 365.2",,,Deposition-Dry,1204.2,Bucket in on 03V18@1000hrs. Rain showers at times but mostly dry; some burning in the valley; Lots of pollen in the air. Heavy organics in the sample and 2 bees and 3 flies in the sample; filtered through 500 um mesh.;;;
05/16/2018,Yellow Bay Knob @ Flathead Lake BioStation,Nitrogen (Total),TN,964,µg/L - N,,"USGS 03-4174, EPA 353.2",,,Deposition-Dry,1152.5,Bucket in on 10V18@0915hrs. Few rainstorms last week but mostly dry; lots of pollen in the air and brush and USFS prescribed burns in the valley; hazy at times. Lots of pollen in the sample; heavy organics; 2 flies and 2 beetles; filtered through 500 um.;;;
05/16/2018,Yellow Bay Knob @ Flathead Lake BioStation,Nitrogen (Total),TN,282,µg/L - N,,"USGS 03-4174, EPA 353.2",,,Deposition-Dry,776.4,Bucket in on 10V18@0915hrs. Few rainstorms last week but mostly dry; lots of pollen in the air and brush and USFS prescribed burns in the valley; hazy at times. Light organics; no noticeable pollen; filtered through 500 um mesh.;;;
05/16/2018,Yellow Bay Knob @ Flathead Lake BioStation,Phosphorus (Total),TP,3,µg/L - P,,"USGS 03-4174, EPA 365.2",,,Deposition-Dry,776.4,Bucket in on 10V18@0915hrs. Few rainstorms last week but mostly dry; lots of pollen in the air and brush and USFS prescribed burns in the valley; hazy at times. Light organics; no noticeable pollen; filtered through 500 um mesh.;;;
05/16/2018,Yellow Bay Knob @ Flathead Lake BioStation,Phosphorus (Total),TP,182,µg/L - P,,"USGS 03-4174, EPA 365.2",,,Deposition-Dry,1152.5,Bucket in on 10V18@0915hrs. Few rainstorms last week but mostly dry; lots of pollen in the air and brush and USFS prescribed burns in the valley; hazy at times. Lots of pollen in the sample; heavy organics; 2 flies and 2 beetles; filtered through 500 um.;;;
05/23/2018,Yellow Bay Knob @ Flathead Lake BioStation,Nitrogen (Total),TN,536,µg/L - N,,"USGS 03-4174, EPA 353.2",,,Deposition-Dry,1067.1,"Bucket in on 16V18@0915hrs. Mostly dry with some rain showers; high winds at times; lots of pollen in the air; brush and prescribed burning in the valley. Heavy organics and 3 beetl;es, 2 bees and 1 fly in the sample; filtered through 500 um mesh.;;;"
05/23/2018,Yellow Bay Knob @ Flathead Lake BioStation,Phosphorus (Total),TP,94.2,µg/L - P,,"USGS 03-4174, EPA 365.2",,,Deposition-Dry,1067.1,"Bucket in on 16V18@0915hrs. Mostly dry with some rain showers; high winds at times; lots of pollen in the air; brush and prescribed burning in the valley. Heavy organics and 3 beetl;es, 2 bees and 1 fly in the sample; filtered through 500 um mesh.;;;"
05/30/2018,Yellow Bay Knob @ Flathead Lake BioStation,Nitrogen (Total),TN,1090,µg/L - N,,"USGS 03-4174, EPA 353.2",,,Deposition-Dry,829.2,Bucket in on 23V18@1030hrs. Mostly dry with some thunder/lightning rainstorms at times. Moderate to high winds. Lots of pollen in the air. Some smoke haze at times. Heavy organics in the sample; 3 beetles and 1 fly; filtered through 500 um mesh.;;;
05/30/2018,Yellow Bay Knob @ Flathead Lake BioStation,Nitrogen (Total),TN,689,µg/L - N,,"USGS 03-4174, EPA 353.2",,,Deposition-Wet,832.3,Bucket in on 16V18@1200hrs. Mostly dry with some thunder/lightning rainstorms at times. Moderate to high winds. Lots of pollen in the air. Some smoke haze at times. Light organics in the sample; filtered through 500 um mesh.;;;
05/30/2018,Yellow Bay Knob @ Flathead Lake BioStation,Phosphorus (Total),TP,9.5,µg/L - P,,"USGS 03-4174, EPA 365.2",,,Deposition-Wet,832.3,Bucket in on 16V18@1200hrs. Mostly dry with some thunder/lightning rainstorms at times. Moderate to high winds. Lots of pollen in the air. Some smoke haze at times. Light organics in the sample; filtered through 500 um mesh.;;;
05/30/2018,Yellow Bay Knob @ Flathead Lake BioStation,Phosphorus (Total),TP,168,µg/L - P,,"USGS 03-4174, EPA 365.2",,,Deposition-Dry,829.2,Bucket in on 23V18@1030hrs. Mostly dry with some thunder/lightning rainstorms at times. Moderate to high winds. Lots of pollen in the air. Some smoke haze at times. Heavy organics in the sample; 3 beetles and 1 fly; filtered through 500 um mesh.;;;
06/07/2018,Yellow Bay Knob @ Flathead Lake BioStation,Nitrogen (Total),TN,548,µg/L - N,,"USGS 03-4174, EPA 353.2",,,Deposition-Dry,908.4,Bucket in on 30V18@1500hrs. Heavy rainstorms at times; high to moderate winds; lots of pollen in the air; Temp's in the 60-70's. Moderate organics with 3 Dipteran flies; filtered through 500 um mesh.;;;
06/07/2018,Yellow Bay Knob @ Flathead Lake BioStation,Nitrogen (Total),TN,243,µg/L - N,,"USGS 03-4174, EPA 353.2",,,Deposition-Wet,1891.6,Bucket in on 30V18@1500hrs. Heavy rainstorms at times; high to moderate winds; lots of pollen in the air; Temp's in the 60-70's. Light organics in the sample; filtered through 500 um mesh.;;;
06/07/2018,Yellow Bay Knob @ Flathead Lake BioStation,Phosphorus (Total),TP,4,µg/L - P,,"USGS 03-4174, EPA 365.2",,,Deposition-Wet,1891.6,Bucket in on 30V18@1500hrs. Heavy rainstorms at times; high to moderate winds; lots of pollen in the air; Temp's in the 60-70's. Light organics in the sample; filtered through 500 um mesh.;;;
06/07/2018,Yellow Bay Knob @ Flathead Lake BioStation,Phosphorus (Total),TP,84.9,µg/L - P,,"USGS 03-4174, EPA 365.2",,,Deposition-Dry,908.4,Bucket in on 30V18@1500hrs. Heavy rainstorms at times; high to moderate winds; lots of pollen in the air; Temp's in the 60-70's. Moderate organics with 3 Dipteran flies; filtered through 500 um mesh.;;;
06/14/2018,Yellow Bay Knob @ Flathead Lake BioStation,Nitrogen (Total),TN,849,µg/L - N,,"USGS 03-4174, EPA 353.2",,,Deposition-Dry,1177.4,"Bucket in on 07VI18@1500hrs. High winds at times; rain showers at times but mostly dry; lots of pollen in the air. Heavy, HEAVY! Organics with 4 bees and 2 beetles; filtered through 500 um mesh; pollen in the sample.;;;"
06/14/2018,Yellow Bay Knob @ Flathead Lake BioStation,Nitrogen (Total),TN,425,µg/L - N,,"USGS 03-4174, EPA 353.2",,,Deposition-Wet,1141,Bucket in on 07VI18@1500hrs. High winds at times; rain showers at times but mostly dry; lots of pollen in the air. Light organics in the sample; filtered through 500 um mesh.;;;
06/14/2018,Yellow Bay Knob @ Flathead Lake BioStation,Phosphorus (Total),TP,17.9,µg/L - P,,"USGS 03-4174, EPA 365.2",,,Deposition-Wet,1141,Bucket in on 07VI18@1500hrs. High winds at times; rain showers at times but mostly dry; lots of pollen in the air. Light organics in the sample; filtered through 500 um mesh.;;;
06/14/2018,Yellow Bay Knob @ Flathead Lake BioStation,Phosphorus (Total),TP,155,µg/L - P,,"USGS 03-4174, EPA 365.2",,,Deposition-Dry,1177.4,"Bucket in on 07VI18@1500hrs. High winds at times; rain showers at times but mostly dry; lots of pollen in the air. Heavy, HEAVY! Organics with 4 bees and 2 beetles; filtered through 500 um mesh; pollen in the sample.;;;"
06/22/2018,Yellow Bay Knob @ Flathead Lake BioStation,Nitrogen (Total),TN,390,µg/L - N,,"USGS 03-4174, EPA 353.2",,,Deposition-Dry,484.9,Bucket in on 14VI18@1430hrs. Mostly dry with a few rain showers; calm to high winds; pollen in the air. Heavy organics; 5 beetles and 2 Dipteran flies; filtered through 500 um mesh. Pollen in the sample.;;;
06/22/2018,Yellow Bay Knob @ Flathead Lake BioStation,Nitrogen (Total),TN,334,µg/L - N,,"USGS 03-4174, EPA 353.2",,,Deposition-Wet,1008.6,Bucket in on 14VI18@1430hrs. Mostly dry with a few rain showers; calm to high winds; pollen in the air. Light organics; filtered through 500 um mesh.;;;
06/22/2018,Yellow Bay Knob @ Flathead Lake BioStation,Phosphorus (Total),TP,5.8,µg/L - P,,"USGS 03-4174, EPA 365.2",,,Deposition-Wet,1008.6,Bucket in on 14VI18@1430hrs. Mostly dry with a few rain showers; calm to high winds; pollen in the air. Light organics; filtered through 500 um mesh.;;;
06/22/2018,Yellow Bay Knob @ Flathead Lake BioStation,Phosphorus (Total),TP,67.5,µg/L - P,,"USGS 03-4174, EPA 365.2",,,Deposition-Dry,484.9,Bucket in on 14VI18@1430hrs. Mostly dry with a few rain showers; calm to high winds; pollen in the air. Heavy organics; 5 beetles and 2 Dipteran flies; filtered through 500 um mesh. Pollen in the sample.;;;
06/29/2018,Yellow Bay Knob @ Flathead Lake BioStation,Nitrogen (Total),TN,258,µg/L - N,,"USGS 03-4174, EPA 353.2",,,Deposition-Dry,1087.5,Bucket in 22VI18@1000hrs. Mostly dry with some heavy rainstorms; intermittently. Pollen in the air; high to moderate winds. Heavy organics in the sample with 5 beetles and 1 flying ant; filtered through 500 um mesh.;;;
06/29/2018,Yellow Bay Knob @ Flathead Lake BioStation,Nitrogen (Total),TN,446,µg/L - N,,"USGS 03-4174, EPA 353.2",,,Deposition-Wet,2212.7,Bucket in 22VI18@1000hrs. Mostly dry with some heavy rainstorms; intermittently. Pollen in the air; high to moderate winds.Light organics in sample; filtered through 500 um mesh.;;;
06/29/2018,Yellow Bay Knob @ Flathead Lake BioStation,Phosphorus (Total),TP,15,µg/L - P,,"USGS 03-4174, EPA 365.2",,,Deposition-Wet,2212.7,Bucket in 22VI18@1000hrs. Mostly dry with some heavy rainstorms; intermittently. Pollen in the air; high to moderate winds.Light organics in sample; filtered through 500 um mesh.;;;
06/29/2018,Yellow Bay Knob @ Flathead Lake BioStation,Phosphorus (Total),TP,26.5,µg/L - P,,"USGS 03-4174, EPA 365.2",,,Deposition-Dry,1087.5,Bucket in 22VI18@1000hrs. Mostly dry with some heavy rainstorms; intermittently. Pollen in the air; high to moderate winds. Heavy organics in the sample with 5 beetles and 1 flying ant; filtered through 500 um mesh.;;;
07/06/2018,Yellow Bay Knob @ Flathead Lake BioStation,Nitrogen (Total),TN,265,µg/L - N,,"USGS 03-4174, EPA 353.2",,,Deposition-Dry,1130.2,Bucket in on 29VI18@1500. Sunny to overcast with rain showers and thunder/lightning storms; high winds at times; 4th of July fireworks probably influenced this sample. Moderate organics; 8 midges ands 1 beetle; filtreed through 500 um mesh.;;;
07/06/2018,Yellow Bay Knob @ Flathead Lake BioStation,Phosphorus (Total),TP,47.8,µg/L - P,,"USGS 03-4174, EPA 365.2",,,Deposition-Dry,1130.2,Bucket in on 29VI18@1500. Sunny to overcast with rain showers and thunder/lightning storms; high winds at times; 4th of July fireworks probably influenced this sample. Moderate organics; 8 midges ands 1 beetle; filtreed through 500 um mesh.;;;
07/13/2018,Yellow Bay Knob @ Flathead Lake BioStation,Nitrogen (Total),TN,115,µg/L - N,,"USGS 03-4174, EPA 353.2",,,Deposition-Dry,1099,"Bucket in on 06VII18 at 1500hrs. Hot and dry, calm to high winds at times, somewhat hazy for from fires in other states. Low organics; 3 beetles in the sample; filtered through 500 um mesh.;;;"
07/13/2018,Yellow Bay Knob @ Flathead Lake BioStation,Phosphorus (Total),TP,13.4,µg/L - P,,"USGS 03-4174, EPA 365.2",,,Deposition-Dry,1099,"Bucket in on 06VII18 at 1500hrs. Hot and dry, calm to high winds at times, somewhat hazy for from fires in other states. Low organics; 3 beetles in the sample; filtered through 500 um mesh.;;;"
07/20/2018,Yellow Bay Knob @ Flathead Lake BioStation,Nitrogen (Total),TN,156,µg/L - N,,"USGS 03-4174, EPA 353.2",,,Deposition-Dry,725,Bucket in on 13VII18@1930hrs.Hot and dry. Moderate to calm winds; some haze in the sky from fires. Moderate organics and 1beetle in the sample; filtered through 500um mesh.;;;
07/20/2018,Yellow Bay Knob @ Flathead Lake BioStation,Phosphorus (Total),TP,24.3,µg/L - P,,"USGS 03-4174, EPA 365.2",,,Deposition-Dry,725,Bucket in on 13VII18@1930hrs.Hot and dry. Moderate to calm winds; some haze in the sky from fires. Moderate organics and 1beetle in the sample; filtered through 500um mesh.;;;
07/27/2018,Yellow Bay Knob @ Flathead Lake BioStation,Nitrogen (Total),TN,788,µg/L - N,,"USGS 03-4174, EPA 353.2",,,Deposition-Dry,1273.1,"Bucket in 20VII18 @ 1830 hours. Hot, dry, windy all week.  Just a touch of water left in bucket (~100ml), added ~1L of DI to bucket, mixed well for sample.  Moderate organics, few bugs and 1 bumble bee in sample, filterer through 500um mesh.;;;"
07/27/2018,Yellow Bay Knob @ Flathead Lake BioStation,Phosphorus (Total),TP,141,µg/L - P,,"USGS 03-4174, EPA 365.2",,,Deposition-Dry,1273.1,"Bucket in 20VII18 @ 1830 hours. Hot, dry, windy all week.  Just a touch of water left in bucket (~100ml), added ~1L of DI to bucket, mixed well for sample.  Moderate organics, few bugs and 1 bumble bee in sample, filterer through 500um mesh.;;;"
08/02/2018,Yellow Bay Knob @ Flathead Lake BioStation,Nitrogen (Total),TN,357,µg/L - N,,"USGS 03-4174, EPA 353.2",,,Deposition-Dry,535.5,Bucket in on 27VII18@0830hrs. Hot and dry all week; highs in the high 80's to low 90's (F); getting hazy from fires in the state and outside the state. Moderate organics; 1 bumnblebee; 2 Dipteran flies; filtered through 500 um mesh.;;;
