"Date","Volume","Parameter","Value","Volume_mL","Volume_L","Result_ugL"
2022-02-25,1546.3,"TP","3.1",1546.3,1.5463,3.1
2022-03-04,990.6,"TN","39",990.6,0.9906,39
2022-03-04,990.6,"TP","1.5",990.6,0.9906,1.5
2022-03-11,1267,"TN","42.3",1267,1.267,42.3
2022-03-11,1267,"TP","2.6",1267,1.267,2.6
2022-03-18,1342.7,"TN","54.5",1342.7,1.3427,54.5
2022-03-18,1342.7,"TP","1.5",1342.7,1.3427,1.5
2022-03-25,2038.6,"TN","69",2038.6,2.0386,69
2022-03-25,2038.6,"TP","10.7",2038.6,2.0386,10.7
2022-03-30,1586.8,"TN","51.9",1586.8,1.5868,51.9
2022-03-30,1586.8,"TP","13.3",1586.8,1.5868,13.3
2022-04-08,1098.4,"TN","116",1098.4,1.0984,116
2022-04-08,1098.4,"TP","12.3",1098.4,1.0984,12.3
2022-04-22,1436.1,"TN","92.8",1436.1,1.4361,92.8
2022-04-22,1436.1,"TP","4.5",1436.1,1.4361,4.5
2022-05-02,1082.4,"TN","188",1082.4,1.0824,188
2022-05-02,1082.4,"TP","18.5",1082.4,1.0824,18.5
2022-05-09,1252.7,"TN","1020",1252.7,1.2527,1020
2022-05-09,1252.7,"TP","202",1252.7,1.2527,202
2022-05-20,808.7,"TN","765",808.7,0.8087,765
2022-05-20,808.7,"TP","160",808.7,0.8087,160
2022-05-25,839.2,"TN","388",839.2,0.8392,388
2022-05-25,839.2,"TP","68.1",839.2,0.8392,68.1
2022-05-31,1097.9,"TN","240",1097.9,1.0979,240
2022-05-31,1097.9,"TP","31.8",1097.9,1.0979,31.8
2022-06-07,1029.2,"TN","694",1029.2,1.0292,694
2022-06-07,1029.2,"TP","112",1029.2,1.0292,112
2022-06-15,1339.9,"TN","119",1339.9,1.3399,119
2022-06-15,1339.9,"TP","16.3",1339.9,1.3399,16.3
2022-06-21,1476.4,"TN","154",1476.4,1.4764,154
2022-06-21,1476.4,"TP","23.4",1476.4,1.4764,23.4
2022-06-29,737.4,"TN","579",737.4,0.7374,579
2022-06-29,737.4,"TP","220",737.4,0.7374,220
2022-07-05,998.5,"TN","316",998.5,0.9985,316
2022-07-05,998.5,"TP","84.1",998.5,0.9985,84.1
2022-07-12,606.3,"TN","492",606.3,0.6063,492
2022-07-12,606.3,"TP","104",606.3,0.6063,104
2022-07-20,1069.6,"TN","2790",1069.6,1.0696,2790
2022-07-20,1069.6,"TP","206",1069.6,1.0696,206
2022-07-27,1069.3,"TN","156",1069.3,1.0693,156
2022-07-27,1069.3,"TP","20.2",1069.3,1.0693,20.2
2022-08-03,1135.9,"TN","326",1135.9,1.1359,326
2022-08-03,1135.9,"TP","736",1135.9,1.1359,736
2022-08-10,747,"TN","277",747,0.747,277
2022-08-10,747,"TP","94.8",747,0.747,94.8
2022-08-18,1131.3,"TN","198",1131.3,1.1313,198
2022-08-18,1131.3,"TP","26.4",1131.3,1.1313,26.4
2022-08-26,1328.4,"TN","215",1328.4,1.3284,215
2022-08-26,1328.4,"TP","47.5",1328.4,1.3284,47.5
2022-09-08,1644.3,"TN","166",1644.3,1.6443,166
2022-09-08,1644.3,"TP","53.3",1644.3,1.6443,53.3
2022-09-16,2120.4,"TN","48.7",2120.4,2.1204,48.7
2022-09-16,2120.4,"TP","6.9",2120.4,2.1204,6.9
2022-09-23,1256.5,"TN","88.2",1256.5,1.2565,88.2
2022-09-23,1256.5,"TP","10.1",1256.5,1.2565,10.1
2022-09-30,1309.8,"TN","210",1309.8,1.3098,210
2022-09-30,1309.8,"TP","31.2",1309.8,1.3098,31.2
2022-10-07,1509,"TN","191",1509,1.509,191
2022-10-07,1509,"TP","33.5",1509,1.509,33.5
2022-10-14,1322.2,"TN","82.9",1322.2,1.3222,82.9
2022-10-14,1322.2,"TP","18.5",1322.2,1.3222,18.5
2022-10-20,1569.1,"TN","128",1569.1,1.5691,128
2022-10-20,1569.1,"TP","21.6",1569.1,1.5691,21.6
2022-10-27,1777.9,"TN","40.7",1777.9,1.7779,40.7
2022-10-27,1777.9,"TP","1.5",1777.9,1.7779,1.5
2022-11-03,1626.4,"TN","74.8",1626.4,1.6264,74.8
2022-11-03,1626.4,"TP","4.9",1626.4,1.6264,4.9
2022-11-17,714.8,"TN","61.8",714.8,0.7148,61.8
2022-11-17,714.8,"TP","1.5",714.8,0.7148,1.5
2022-11-23,1857.8,"TN","25",1857.8,1.8578,25
2022-11-23,1857.8,"TP","2.6",1857.8,1.8578,2.6
2022-12-07,1738.2,"TN","34.5",1738.2,1.7382,34.5
2022-12-07,1738.2,"TP","23.1",1738.2,1.7382,23.1
2023-01-03,1648.8,"TN","25",1648.8,1.6488,25
2023-01-03,1648.8,"TP","1.5",1648.8,1.6488,1.5
2023-01-11,1716.6,"TN","29.2",1716.6,1.7166,29.2
2023-01-11,1716.6,"TP","1.5",1716.6,1.7166,1.5
2023-01-18,1802.7,"TN","34.4",1802.7,1.8027,34.4
2023-01-18,1802.7,"TP","1.6",1802.7,1.8027,1.6
2023-01-25,1699.2,"TN","40.7",1699.2,1.6992,40.7
2023-01-25,1699.2,"TP","1.5",1699.2,1.6992,1.5
2023-02-10,1523.3,"TN","31.1",1523.3,1.5233,31.1
2023-02-10,1523.3,"TP","1.5",1523.3,1.5233,1.5
2023-02-17,1513.6,"TN","39.6",1513.6,1.5136,39.6
2023-02-17,1513.6,"TP","1.5",1513.6,1.5136,1.5
2023-02-27,1562.8,"TN","530",1562.8,1.5628,530
2023-02-27,1562.8,"TP","74.5",1562.8,1.5628,74.5
2023-03-06,1498.9,"TN","54.2",1498.9,1.4989,54.2
2023-03-06,1498.9,"TP","2.3",1498.9,1.4989,2.3
2023-03-14,1600.3,"TN","50",1600.3,1.6003,50
2023-03-14,1600.3,"TP","1.5",1600.3,1.6003,1.5
2023-03-21,1530.7,"TN","42.5",1530.7,1.5307,42.5
2023-03-21,1530.7,"TP","1.5",1530.7,1.5307,1.5
2023-03-28,1418.4,"TN","51.4",1418.4,1.4184,51.4
2023-03-28,1418.4,"TP","1.5",1418.4,1.4184,1.5
2023-04-04,1321.9,"TN","77.3",1321.9,1.3219,77.3
2023-04-04,1321.9,"TP","2.1",1321.9,1.3219,2.1
2023-04-11,1178.9,"TN","114",1178.9,1.1789,114
2023-04-11,1178.9,"TP","7.4",1178.9,1.1789,7.4
2023-04-19,1310.8,"TN","95.7",1310.8,1.3108,95.7
2023-04-19,1310.8,"TP","7.5",1310.8,1.3108,7.5
2023-04-26,1493.2,"TN","78.6",1493.2,1.4932,78.6
2023-04-26,1493.2,"TP","3.1",1493.2,1.4932,3.1
2023-05-03,633.6,"TN","591",633.6,0.6336,591
2023-05-03,633.6,"TP","84",633.6,0.6336,84
2023-05-10,1360.6,"TN","134",1360.6,1.3606,134
2023-05-10,1360.6,"TP","13.3",1360.6,1.3606,13.3
2023-05-17,800.3,"TN","274",800.3,0.8003,274
2023-05-17,800.3,"TP","39.3",800.3,0.8003,39.3
2023-05-23,1063.8,"TN","461",1063.8,1.0638,461
2023-05-23,1063.8,"TP","84.6",1063.8,1.0638,84.6
2023-05-30,1285.6,"TN","229",1285.6,1.2856,229
2023-05-30,1285.6,"TP","28.5",1285.6,1.2856,28.5
2023-06-06,1071.6,"TN","163",1071.6,1.0716,163
2023-06-06,1071.6,"TP","22.9",1071.6,1.0716,22.9
2023-06-14,1552.6,"TN","568",1552.6,1.5526,568
2023-06-14,1552.6,"TP","130",1552.6,1.5526,130
2023-06-21,2228.2,"TN","70.8",2228.2,2.2282,70.8
2023-06-21,2228.2,"TP","7.9",2228.2,2.2282,7.9
2023-06-28,1696.2,"TN","111",1696.2,1.6962,111
2023-06-28,1696.2,"TP","14.6",1696.2,1.6962,14.6
2023-07-05,1097.7,"TN","254",1097.7,1.0977,254
2023-07-05,1097.7,"TP","62.3",1097.7,1.0977,62.3
2023-07-12,1445.7,"TN","285",1445.7,1.4457,285
2023-07-12,1445.7,"TP","41",1445.7,1.4457,41
2023-07-19,338.8,"TN","1340",338.8,0.3388,1340
2023-07-19,338.8,"TP","109",338.8,0.3388,109
2023-07-26,1584.3,"TN","128",1584.3,1.5843,128
2023-07-26,1584.3,"TP","12.7",1584.3,1.5843,12.7
2023-08-02,2052.9,"TN","156",2052.9,2.0529,156
2023-08-02,2052.9,"TP","245",2052.9,2.0529,245
2023-08-10,2478.9,"TN","83.9",2478.9,2.4789,83.9
2023-08-10,2478.9,"TP","33.4",2478.9,2.4789,33.4
2023-08-17,2040.6,"TN","86.8",2040.6,2.0406,86.8
2023-08-17,2040.6,"TP","21.5",2040.6,2.0406,21.5
2023-08-23,2839.7,"TN","113",2839.7,2.8397,113
2023-08-23,2839.7,"TP","38.7",2839.7,2.8397,38.7
2023-08-31,2469.4,"TN","127",2469.4,2.4694,127
2023-08-31,2469.4,"TP","38.8",2469.4,2.4694,38.8
2023-09-07,2329.7,"TN","33.5",2329.7,2.3297,33.5
2023-09-07,2329.7,"TP","3.4",2329.7,2.3297,3.4
2023-09-14,2084.8,"TN","103",2084.8,2.0848,103
2023-09-14,2084.8,"TP","7.6",2084.8,2.0848,7.6
2023-09-20,1344.6,"TN","47.2",1344.6,1.3446,47.2
2023-09-20,1344.6,"TP","6.6",1344.6,1.3446,6.6
2023-09-29,1255.2,"TN","102",1255.2,1.2552,102
2023-09-29,1255.2,"TP","11.1",1255.2,1.2552,11.1
2023-10-06,1688,"TN","70.6",1688,1.688,70.6
2023-10-06,1688,"TP","7",1688,1.688,7
2023-10-13,1812.6,"TN","56.1",1812.6,1.8126,56.1
2023-10-13,1812.6,"TP","7.2",1812.6,1.8126,7.2
2023-10-20,1596.9,"TN","31.9",1596.9,1.5969,31.9
2023-10-20,1596.9,"TP","5",1596.9,1.5969,5
2023-10-30,1780.5,"TN","100",1780.5,1.7805,100
2023-10-30,1780.5,"TP","14.9",1780.5,1.7805,14.9
2023-11-02,1913.9,"TN","25",1913.9,1.9139,25
2023-11-02,1913.9,"TP","1.5",1913.9,1.9139,1.5
2023-11-09,1867.4,"TN","25",1867.4,1.8674,25
2023-11-09,1867.4,"TP","1.5",1867.4,1.8674,1.5
2023-11-17,1565.7,"TN","43.8",1565.7,1.5657,43.8
2023-11-17,1565.7,"TP","2",1565.7,1.5657,2
2023-11-27,1579.9,"TN","65.8",1579.9,1.5799,65.8
2023-11-27,1579.9,"TP","1.5",1579.9,1.5799,1.5
2023-12-04,1746.3,"TN","69.4",1746.3,1.7463,69.4
2023-12-04,1746.3,"TP","1.5",1746.3,1.7463,1.5
2023-12-12,1826.8,"TN","44.4",1826.8,1.8268,44.4
2023-12-12,1826.8,"TP","1.5",1826.8,1.8268,1.5
2023-12-19,1729.9,"TN","25",1729.9,1.7299,25
2023-12-19,1729.9,"TP","1.5",1729.9,1.7299,1.5
2023-12-27,1740.8,"TN","40.7",1740.8,1.7408,40.7
2023-12-27,1740.8,"TP","1.5",1740.8,1.7408,1.5
